Index,DataA,DataB
1361,106.7,48.1
1362,99.1,51.2
1363,104.0,45.4
1364,110.2,54.1
1365,103.8,38.8
1366,109.5,51.5
1367,114.2,52.8
1368,99.2,48.4
1369,112.6,44.7
1370,97.5,53.4
1371,99.7,51.2
1372,112.7,49.3
1373,104.7,50.3
1374,96.0,43.4
1375,109.4,54.5
1376,105.9,60.1
1377,98.1,50.7
1378,113.0,49.9
1379,110.7,41.8
1380,109.8,49.4
1381,113.0,43.9
1382,99.3,47.0
1383,107.8,47.6
1384,110.5,49.1
1385,84.2,50.3
1386,84.3,48.4
1387,110.6,48.7
1388,99.2,55.5
1389,95.0,47.9
1390,108.0,46.6
1391,95.1,53.2
1392,79.8,52.4
1393,105.7,45.4
1394,95.8,48.5
1395,93.0,41.2
1396,105.3,39.7
1397,103.0,48.4
1398,108.2,54.2
1399,105.1,55.2
1400,96.7,45.7
1401,100.8,53.8
1402,103.9,52.0
1403,96.4,48.8
1404,90.2,53.4
1405,110.6,53.5
1406,107.2,51.7
1407,83.5,49.0
1408,107.8,50.3
1409,102.4,46.6
1410,89.0,47.2
1411,106.2,56.5
1412,100.1,50.3
1413,112.2,52.9
1414,103.9,45.7
1415,72.2,49.9
1416,107.1,50.4
1417,124.0,46.9
1418,113.1,61.1
1419,90.0,52.1
1420,102.8,59.2
1421,91.9,49.0
1422,97.0,43.4
1423,104.9,50.1
1424,98.3,49.3
1425,98.2,55.2
1426,91.7,58.3
1427,101.5,51.6
1428,102.8,49.7
1429,86.9,53.6
1430,95.1,45.7
1431,114.6,49.9
1432,102.0,40.3
1433,83.0,47.3
1434,88.1,58.2
1435,98.1,43.3
1436,118.8,46.2
1437,118.8,40.8
1438,78.0,41.6
1439,87.9,41.9
1440,112.4,48.4
1441,101.8,57.7
1442,109.8,55.0
1443,90.6,46.0
1444,101.1,42.3
1445,97.6,58.6
1446,96.6,51.5
1447,92.3,47.5
1448,96.5,49.0
1449,90.4,53.4
1450,100.6,52.8
1451,104.3,53.3
1452,98.7,38.1
1453,84.0,46.8
1454,110.0,57.4
1455,91.1,52.0
1456,100.3,52.1
1457,99.6,60.0
1458,111.1,53.8
1459,106.2,42.8
1460,109.2,52.9
1461,95.2,57.1
1462,84.9,50.5
1463,89.0,49.7
1464,106.2,46.5
1465,92.5,46.5
1466,92.7,47.9
1467,96.4,43.9
1468,96.3,50.0
1469,75.4,45.4
1470,97.4,53.5
1471,94.5,49.0
1472,104.5,47.4
1473,97.9,53.7
1474,96.8,52.8
1475,86.6,52.5
1476,92.2,50.9
1477,93.4,50.1
1478,96.2,54.6
1479,91.5,55.0
1480,99.4,41.2
1481,103.0,45.7
1482,100.8,51.0
1483,106.3,47.1
1484,102.2,56.2
1485,93.7,46.6
1486,101.6,54.6
1487,97.3,48.1
1488,100.5,41.6
1489,93.6,59.5
1490,107.7,49.0
1491,111.9,47.9
1492,91.1,52.8
1493,90.2,53.7
1494,90.8,48.5
1495,112.5,50.3
1496,103.3,54.0
1497,95.2,53.4
1498,97.7,47.0
1499,100.1,54.9
1500,107.9,51.6
1501,92.3,52.4
1502,109.1,42.0
1503,86.6,53.8
1504,108.5,45.4
1505,108.4,44.1
1506,71.8,53.2
1507,100.0,52.8
1508,88.1,50.9
1509,110.2,58.8
1510,94.1,47.3
1511,101.9,44.7
1512,99.7,54.1
1513,102.0,58.8
1514,96.6,50.0
1515,124.3,44.7
1516,113.9,47.3
1517,114.8,55.2
1518,103.8,51.3
1519,98.6,55.0
1520,103.7,57.0
1521,100.8,48.8
1522,101.6,51.1
1523,94.1,46.6
1524,108.5,44.5
1525,77.4,48.5
1526,87.3,47.0
1527,91.7,46.5
1528,99.2,51.4
1529,100.6,45.8
1530,104.6,47.8
1531,94.7,49.7
1532,100.5,52.1
1533,106.3,49.1
1534,100.6,53.5
1535,118.8,57.6
1536,97.9,46.7
1537,105.3,51.5
1538,100.3,37.0
1539,91.5,51.7
1540,116.7,48.9
1541,116.8,55.2
1542,104.1,54.5
1543,83.3,52.9
1544,102.2,51.9
1545,83.6,58.6
1546,101.8,46.5
1547,95.5,57.7
1548,111.9,50.9
1549,90.5,44.0
1550,92.4,58.3
1551,101.4,58.5
1552,100.0,49.3
1553,110.0,53.5
1554,103.3,40.4
1555,110.2,54.8
1556,104.2,48.7
1557,99.3,55.8
1558,117.2,46.8
1559,106.7,52.7
1560,82.5,54.5
1561,100.3,47.6
1562,92.7,48.6
1563,103.9,49.4
1564,104.2,59.5
1565,102.8,47.1
1566,109.2,55.1
1567,106.4,49.5
1568,87.1,50.3
1569,117.5,47.6
1570,93.4,47.9
1571,91.3,42.4
1572,98.2,40.3
1573,93.6,45.7
1574,93.9,59.3
1575,103.0,56.0
1576,98.0,44.9
1577,113.8,55.1
1578,102.0,55.1
1579,88.8,44.0
1580,116.5,50.0
1581,95.7,49.1
1582,115.1,52.1
1583,98.4,49.4
1584,94.1,40.4
1585,115.0,56.9
1586,101.2,61.4
1587,99.7,54.2
1588,97.2,43.2
1589,86.4,52.8
1590,109.2,50.2
1591,90.1,53.0
1592,82.0,52.1
1593,96.1,49.6
1594,105.3,40.8
1595,102.5,50.5
1596,82.9,43.4
1597,101.9,44.7
1598,88.6,49.6
1599,100.7,38.5
1600,102.6,54.9
1601,98.7,53.8
1602,90.5,45.0
1603,95.2,51.5
1604,107.2,54.9
1605,96.9,50.7
1606,95.8,46.0
1607,115.3,54.4
1608,96.9,48.3
1609,99.7,53.3
1610,107.0,40.8
1611,91.0,39.6
1612,110.3,49.4
1613,88.2,39.8
1614,90.6,61.9
1615,89.0,51.4
1616,117.7,45.9
1617,100.0,56.8
1618,82.3,41.9
1619,105.4,56.5
1620,118.3,57.3
1621,102.5,56.7
1622,110.1,55.3
1623,91.0,52.1
1624,95.7,46.4
1625,90.9,47.5
1626,105.6,55.7
1627,105.7,51.2
1628,101.2,46.5
1629,88.6,54.6
1630,106.1,50.7
1631,93.8,48.9
1632,105.6,38.6
1633,99.0,42.3
1634,111.6,44.2
1635,106.3,49.4
1636,96.4,50.9
1637,84.1,43.6
1638,100.4,49.7
1639,91.6,44.8
1640,99.5,49.2
1641,91.9,55.8
1642,109.2,46.6
1643,78.8,55.0
1644,98.4,46.5
1645,97.2,52.7
1646,114.5,50.0
1647,109.6,55.0
1648,101.7,49.6
1649,108.3,43.7
1650,91.9,57.0
1651,90.8,59.5
1652,88.5,46.1
1653,105.8,45.6
1654,95.1,54.2
1655,93.7,47.6
1656,96.4,53.2
1657,91.8,56.9
1658,99.1,45.0
1659,115.3,42.6
1660,93.7,48.7
1661,108.8,43.3
1662,103.0,50.0
1663,89.9,45.7
1664,97.6,45.8
1665,78.3,55.6
1666,95.2,45.7
1667,84.9,55.5
1668,117.9,48.7
1669,85.2,48.4
1670,107.0,52.4
1671,98.7,46.7
1672,99.8,51.4
1673,84.6,42.9
1674,93.9,51.8
1675,114.2,50.5
1676,102.6,51.2
1677,106.6,47.7
1678,103.4,48.4
1679,78.3,46.3
1680,100.2,47.9
1681,93.8,46.5
1682,97.2,49.7
1683,98.4,55.2
1684,103.3,51.3
1685,99.3,57.4
1686,99.9,41.0
1687,114.5,50.5
1688,102.0,54.2
1689,84.9,60.3
1690,108.9,46.6
1691,96.0,53.5
1692,113.7,43.4
1693,94.6,54.8
1694,84.7,46.1
1695,88.3,51.6
1696,96.0,45.1
1697,81.3,47.0
1698,87.8,47.9
1699,111.3,56.2
1700,99.7,55.0
1701,80.5,48.2
1702,110.8,49.0
1703,96.6,47.0
1704,99.0,43.1
1705,107.6,57.7
1706,98.7,48.0
1707,100.6,46.2
1708,101.7,49.2
1709,108.8,41.7
1710,96.9,47.6
1711,118.0,54.8
1712,112.3,47.4
1713,108.7,49.8
1714,94.8,45.4
1715,89.2,55.3
1716,99.7,46.8
1717,97.5,53.5
1718,112.2,46.8
1719,100.1,37.3
1720,108.8,47.1
1721,88.9,56.4
1722,96.8,49.9
1723,92.4,42.8
1724,98.8,46.5
1725,112.9,48.1
1726,116.5,40.5
1727,104.5,52.2
1728,89.9,39.0
1729,107.7,55.3
1730,104.0,52.9
1731,95.5,44.3
1732,87.9,64.6
1733,107.0,55.2
1734,112.9,51.5
1735,94.8,46.0
1736,109.3,49.6
1737,104.3,51.3
1738,104.4,50.9
1739,104.3,55.3
1740,106.0,48.9
1741,100.7,42.7
1742,84.3,48.8
1743,113.0,46.2
1744,104.1,63.4
1745,97.7,53.9
1746,88.7,49.4
1747,128.4,41.6
1748,102.4,44.9
1749,82.7,55.1
1750,90.3,50.4
1751,102.4,41.5
1752,86.6,56.3
1753,95.9,51.1
1754,96.6,46.1
1755,101.9,60.4
1756,78.5,37.4
1757,124.5,48.6
1758,102.2,51.1
1759,103.1,47.0
1760,93.6,48.1
1761,106.0,52.5
1762,105.6,57.8
1763,91.3,53.6
1764,91.7,43.3
1765,98.8,49.5
1766,100.2,44.6
1767,93.2,51.9
1768,80.7,54.5
1769,91.2,50.6
1770,100.0,48.5
1771,107.2,49.7
1772,101.0,51.7
1773,110.6,46.9
1774,97.8,47.3
1775,93.7,42.4
1776,112.4,46.6
1777,104.5,46.7
1778,110.2,49.7
1779,93.7,52.5
1780,101.7,49.2
1781,83.6,46.0
1782,89.2,53.8
1783,101.4,50.0
1784,99.7,49.9
1785,105.5,38.9
1786,95.0,44.6
1787,90.5,52.3
1788,104.8,62.7
1789,93.7,42.6
1790,105.0,54.4
1791,96.5,56.4
1792,101.0,49.7
1793,112.3,44.4
1794,116.5,53.1
1795,96.2,46.3
1796,97.2,59.9
1797,92.4,52.6
1798,105.4,52.1
1799,112.0,56.9
1800,110.0,44.9
1801,100.4,45.4
1802,102.7,54.7
1803,97.4,51.4
1804,102.1,48.4
1805,105.7,55.7
1806,100.4,49.1
1807,104.6,43.2
1808,95.5,49.9
1809,97.0,45.4
1810,112.4,53.2
1811,108.7,46.8
1812,96.3,54.8
1813,98.5,57.9
1814,88.2,44.0
1815,104.2,44.7
1816,94.1,51.8
1817,113.4,57.1
1818,108.6,48.3
1819,107.2,52.5
1820,98.1,51.8
1821,99.5,44.6
1822,93.8,48.4
1823,117.8,49.5
1824,99.8,45.2
1825,113.8,50.4
1826,97.7,54.9
1827,96.9,51.1
1828,92.3,49.1
1829,108.9,47.9
1830,99.3,57.5
1831,115.7,44.5
1832,99.3,52.3
1833,95.7,50.4
1834,94.2,60.8
1835,91.9,44.1
1836,93.2,46.6
1837,97.3,48.2
1838,95.9,51.4
1839,96.5,63.8
1840,94.8,47.7
1841,102.2,44.5
1842,100.3,45.2
1843,78.5,52.2
1844,94.8,53.4
1845,84.0,48.5
1846,98.9,48.2
1847,92.8,50.2
1848,91.5,56.1
1849,105.6,55.0
1850,106.1,54.1
1851,92.8,53.4
1852,87.7,47.2
1853,98.9,57.5
1854,73.2,51.1
1855,100.0,50.9
1856,103.3,53.2
1857,101.0,53.3
1858,106.7,46.9
1859,83.6,53.1
1860,114.9,45.6
1861,108.9,45.7
1862,95.4,51.5
1863,113.1,49.3
1864,105.9,52.7
1865,78.9,54.5
1866,98.1,60.6
1867,82.8,41.8
1868,115.7,51.2
1869,99.4,60.4
1870,98.1,56.8
1871,97.9,51.1
1872,92.5,50.7
1873,103.5,50.0
1874,111.9,44.0
1875,107.7,55.5
1876,115.7,46.0
1877,99.5,46.1
1878,103.2,48.8
1879,120.9,55.9
1880,111.1,56.4
1881,97.5,52.9
1882,102.8,52.6
1883,103.4,55.8
1884,95.0,53.4
1885,104.2,62.0
1886,125.2,56.9
1887,112.0,48.6
1888,80.8,48.0
1889,107.6,47.2
1890,99.2,42.8
1891,114.1,47.6
1892,91.5,51.4
1893,122.5,54.5
1894,90.5,46.1
1895,90.2,47.8
1896,98.6,48.1
1897,108.0,51.6
1898,102.5,49.9
1899,108.2,49.4
1900,97.1,42.8
1901,104.6,53.0
1902,116.6,46.4
1903,94.1,46.3
1904,111.4,45.4
1905,94.4,51.4
1906,85.3,51.9
1907,124.5,45.1
1908,98.3,44.1
1909,106.4,44.6
1910,102.8,48.3
1911,106.8,42.0
1912,92.6,55.7
1913,94.2,46.0
1914,113.2,49.5
1915,96.7,48.4
1916,98.0,53.4
1917,80.1,44.9
1918,104.3,66.5
1919,108.2,59.9
1920,95.7,40.5
1921,107.9,42.1
1922,104.8,39.9
1923,117.9,54.3
1924,102.0,55.8
1925,96.5,52.2
1926,100.6,58.8
1927,107.2,49.2
1928,80.1,51.8
1929,115.0,47.9
1930,97.8,59.2
1931,107.8,56.4
1932,102.2,45.0
1933,101.9,50.0
1934,103.0,50.3
1935,101.7,49.6
1936,104.0,54.5
1937,119.2,53.5
1938,98.2,56.0
1939,109.7,51.0
1940,100.4,50.6
1941,87.6,49.9
1942,91.8,54.1
1943,106.6,51.2
1944,87.4,59.2
1945,87.6,47.2
1946,93.1,52.3
1947,115.8,45.8
1948,102.0,47.5
1949,97.7,45.1
1950,94.7,49.4
1951,107.8,59.1
1952,103.8,46.9
1953,99.4,43.9
1954,101.6,46.9
1955,81.9,52.2
1956,97.5,53.3
1957,94.8,44.6
1958,101.1,50.4
1959,92.4,49.1
1960,96.8,54.1
1961,113.9,40.3
1962,111.8,50.2
1963,112.7,48.2
1964,105.3,47.6
1965,99.8,48.6
1966,106.0,49.9
1967,78.4,55.1
1968,88.8,50.2
1969,108.6,48.4
1970,73.3,48.1
1971,91.0,47.4
1972,98.5,44.9
1973,108.1,55.2
1974,110.8,54.5
1975,102.8,49.5
1976,107.7,45.0
1977,87.2,51.4
1978,90.5,46.5
1979,91.2,45.4
1980,101.3,55.6
1981,94.0,51.6
1982,95.7,52.2
1983,92.4,57.0
1984,127.2,54.4
1985,107.8,46.6
1986,94.3,54.9
1987,91.2,50.5
1988,119.4,53.5
1989,112.0,60.0
1990,80.8,48.4
1991,105.5,48.7
1992,109.5,56.6
1993,102.5,49.3
1994,107.4,63.7
1995,111.5,45.5
1996,89.7,50.5
1997,104.8,49.7
1998,103.1,51.0
1999,99.5,57.5
2000,116.1,43.6
2001,96.2,53.8
2002,99.3,50.5
2003,97.9,50.0
2004,105.9,43.9
2005,100.6,52.8
2006,100.0,61.9
2007,98.4,52.1
2008,97.5,64.9
2009,101.0,47.8
2010,103.9,40.3
2011,95.5,51.7
2012,125.1,47.0
2013,93.6,45.9
2014,104.1,45.3
2015,84.7,49.7
2016,87.5,53.7
2017,110.6,41.0
2018,94.9,45.0
2019,103.1,43.1
2020,109.3,53.4
2021,107.8,54.8
2022,103.6,54.6
2023,91.7,54.1
2024,99.8,58.4
2025,91.0,59.9
2026,104.9,59.5
2027,90.7,48.3
2028,97.0,48.6
2029,96.7,49.2
2030,83.9,47.0
2031,107.1,50.9
2032,96.9,50.2
2033,91.4,46.2
2034,102.0,48.6
2035,89.9,51.0
2036,104.8,59.9
2037,94.1,49.1
2038,98.1,37.9
2039,94.4,53.6
2040,105.5,44.0
2041,91.6,54.5
2042,109.4,46.3
2043,97.4,56.1
2044,95.2,53.3
2045,116.0,57.9
2046,102.6,43.9
2047,91.2,52.0
2048,100.3,53.9
2049,89.0,55.8
2050,80.7,49.3
2051,90.9,52.8
2052,102.9,46.2
2053,87.5,55.3
2054,108.3,48.6
2055,101.9,41.5
2056,107.3,44.4
2057,87.8,58.0
2058,104.5,52.2
2059,108.2,48.0
2060,104.0,47.9
2061,110.1,41.5
2062,103.0,46.2
2063,73.7,50.9
2064,105.3,55.6
2065,117.5,48.4
2066,111.3,50.2
2067,83.3,51.6
2068,100.3,49.0
2069,108.0,54.0
2070,90.5,59.8
2071,80.0,48.0
2072,95.9,47.5
2073,90.8,45.2
2074,107.8,48.7
2075,115.6,54.1
2076,75.7,45.4
2077,90.3,46.6
2078,93.1,48.6
2079,71.6,42.9
2080,90.3,55.4
2081,100.0,54.0
2082,124.2,49.0
2083,86.0,45.3
2084,86.5,53.7
2085,102.3,51.3
2086,92.9,53.1
2087,90.1,55.7
2088,101.4,44.8
2089,88.3,50.5
2090,112.5,50.5
2091,98.1,54.5
2092,106.0,48.9
2093,105.2,56.9
2094,107.3,52.5
2095,100.2,55.5
2096,86.3,43.6
2097,88.4,44.0
2098,98.4,58.1
2099,105.1,60.0
2100,98.4,52.0
2101,108.3,64.2
2102,112.9,56.8
2103,90.9,58.9
2104,116.0,48.1
2105,103.5,53.7
2106,114.4,37.1
2107,98.9,47.1
2108,93.6,47.4
2109,108.7,46.8
2110,93.5,46.5
2111,105.7,46.7
2112,95.7,50.3
2113,103.8,40.8
2114,109.8,51.6
2115,88.7,49.0
2116,116.5,46.3
2117,119.3,48.0
2118,101.2,43.7
2119,102.6,47.3
2120,103.7,52.8
2121,113.1,50.8
2122,102.5,49.9
2123,113.5,52.2
2124,109.8,57.4
2125,93.5,53.0
2126,97.6,47.1
2127,100.9,44.5
2128,96.2,46.0
2129,93.2,53.9
2130,93.5,47.7
2131,103.3,55.2
2132,98.5,39.0
2133,81.8,46.0
2134,86.0,54.2
2135,109.6,45.3
2136,96.4,44.1
2137,104.8,55.7
2138,110.1,55.0
2139,98.1,49.0
2140,101.8,56.5
2141,106.5,49.5
2142,98.2,54.5
2143,100.9,44.6
2144,98.7,44.1
2145,90.1,45.5
2146,81.7,56.8
2147,98.7,51.5
2148,98.5,50.6
2149,103.0,46.2
2150,85.3,50.4
2151,100.0,43.1
2152,91.6,47.3
2153,90.3,47.5
2154,99.5,47.1
2155,112.0,57.1
2156,91.4,43.6
2157,93.7,46.6
2158,85.1,47.2
2159,87.8,49.0
2160,82.8,61.5
2161,96.8,52.4
2162,99.7,55.6
2163,102.9,50.3
2164,110.6,54.5
2165,99.3,56.2
2166,100.8,50.6
2167,111.0,48.1
2168,104.2,54.7
2169,91.0,49.4
2170,105.3,49.1
2171,89.6,53.4
2172,106.5,49.0
2173,112.9,54.1
2174,106.0,52.0
2175,111.3,49.5
2176,93.6,45.0
2177,111.1,49.5
2178,104.6,49.2
2179,100.0,45.3
2180,105.1,53.2
2181,110.5,46.7
2182,106.9,46.6
2183,104.8,40.3
2184,106.9,46.4
2185,90.3,43.9
2186,82.7,48.3
2187,105.1,48.3
2188,111.4,49.4
2189,115.6,51.5
2190,109.1,50.5
2191,100.5,49.9
2192,93.6,50.4
2193,105.0,46.6
2194,93.9,49.4
2195,83.5,56.0
2196,86.7,50.9
2197,89.9,59.8
2198,90.9,51.7
2199,94.7,55.2
2200,101.8,49.0
2201,104.5,46.1
2202,90.7,57.0
2203,105.9,59.1
2204,105.7,52.3
2205,105.5,51.6
2206,100.7,47.7
2207,97.9,40.5
2208,89.8,50.1
2209,115.5,61.8
2210,97.4,55.2
2211,93.0,46.3
2212,78.9,52.5
2213,108.2,51.6
2214,115.6,47.6
2215,105.8,51.1
2216,80.9,49.3
2217,104.0,45.0
2218,99.0,55.4
2219,110.5,50.4
2220,100.7,46.5
2221,108.9,44.0
2222,95.8,54.5
2223,108.6,56.0
2224,92.0,45.9
2225,86.6,52.7
2226,79.0,52.5
2227,111.3,49.0
2228,95.4,49.9
2229,107.7,54.4
2230,98.9,42.7
2231,88.3,45.4
2232,110.4,45.1
2233,88.1,52.1
2234,108.8,54.0
2235,91.6,50.1
2236,95.2,54.7
2237,112.6,50.6
2238,108.6,44.9
2239,91.8,43.5
2240,104.1,51.4
2241,89.2,45.2
2242,86.2,48.6
2243,85.8,46.4
2244,82.8,42.3
2245,97.0,54.3
2246,94.4,56.9
2247,100.0,52.9
2248,95.3,58.1
2249,83.1,52.0
2250,120.0,48.4
2251,78.1,54.5
2252,109.6,52.0
2253,92.7,50.4
2254,88.7,49.0
2255,88.0,44.8
2256,120.0,49.7
2257,100.7,59.3
2258,91.0,49.1
2259,112.3,47.0
2260,100.6,51.1
2261,77.5,52.7
2262,113.4,58.3
2263,95.6,46.7
2264,98.7,49.6
2265,104.1,42.5
2266,101.3,49.2
2267,104.0,53.7
2268,105.2,49.1
2269,94.7,52.6
2270,93.7,44.4
2271,105.9,49.7
2272,67.7,49.8
2273,99.0,44.8
2274,101.2,54.4
2275,105.3,46.0
2276,81.7,51.5
2277,84.8,44.5
2278,96.8,48.8
2279,95.5,45.8
2280,94.4,53.8
2281,103.9,58.5
2282,113.8,44.9
2283,108.8,48.8
2284,100.4,58.0
2285,92.7,46.9
2286,98.2,60.3
2287,106.5,52.5
2288,75.5,50.6
2289,78.7,44.9
2290,102.0,49.3
2291,117.4,43.4
2292,97.4,50.7
2293,112.8,47.0
2294,95.5,48.4
2295,90.7,55.6
2296,103.0,50.2
2297,91.2,43.0
2298,112.2,61.8
2299,92.3,59.0
2300,96.2,48.0
2301,109.8,53.1
2302,93.3,50.2
2303,80.6,37.3
2304,104.3,43.1
2305,107.2,52.5
2306,109.5,54.0
2307,104.2,45.1
2308,86.0,51.3
2309,93.0,52.0
2310,103.9,39.4
2311,93.0,55.2
2312,111.3,50.1
2313,121.8,56.0
2314,98.0,52.2
2315,110.0,47.2
2316,109.0,51.3
2317,117.4,54.4
2318,102.1,51.8
2319,96.0,55.3
2320,105.8,58.5
2321,83.8,40.1
2322,93.7,53.6
2323,121.5,45.7
2324,88.1,45.0
2325,106.1,52.7
2326,96.7,47.1
2327,84.6,42.9
2328,86.1,55.8
2329,95.9,52.3
2330,98.9,52.4
2331,90.7,49.2
2332,106.3,51.5
2333,123.8,49.9
2334,91.4,54.7
2335,98.8,42.7
2336,121.9,37.2
2337,111.2,51.3
2338,81.0,50.6
2339,96.8,44.5
2340,113.4,45.5
2341,101.4,40.9
2342,97.2,42.4
2343,79.4,35.8
2344,109.4,45.5
2345,100.2,43.8
2346,102.3,51.5
2347,101.0,51.5
2348,104.8,47.4
2349,97.4,44.6
2350,102.3,45.7
2351,107.3,48.1
2352,109.3,40.4
2353,100.7,47.1
2354,88.6,50.7
2355,117.3,45.2
2356,91.2,48.5
2357,105.6,57.0
2358,90.7,52.5
2359,95.0,51.4
2360,101.8,43.1
2361,108.8,52.8
2362,89.8,43.6
2363,109.5,45.6
2364,105.3,50.2
2365,98.2,45.7
2366,96.8,55.0
2367,111.0,52.4
2368,89.7,51.1
2369,102.7,45.3
2370,88.7,50.3
2371,92.5,48.5
2372,106.3,49.4
2373,94.6,51.5
2374,103.4,43.4
2375,106.0,43.7
2376,95.3,49.3
2377,103.4,48.7
2378,101.9,38.9
2379,88.0,44.8
2380,95.8,50.7
2381,111.0,50.2
2382,85.4,49.4
2383,104.6,47.5
2384,83.0,56.3
2385,103.0,53.6
2386,111.5,45.8
2387,81.3,46.7
2388,74.8,46.5
2389,97.9,58.5
2390,101.8,45.5
2391,87.6,41.0
2392,91.4,53.1
2393,77.2,50.3
2394,103.3,51.0
2395,92.6,46.8
2396,97.4,41.4
2397,103.0,49.7
2398,106.9,42.2
2399,115.3,57.0
2400,94.3,55.0
2401,97.9,44.4
2402,95.1,55.2
2403,87.3,51.9
2404,107.1,52.1
2405,83.0,45.3
2406,84.1,56.4
2407,93.1,47.0
2408,93.5,55.8
2409,86.6,52.4
2410,103.0,55.7
2411,88.2,52.1
2412,125.2,41.7
2413,110.0,46.2
2414,118.8,51.6
2415,84.7,62.3
2416,106.9,43.8
2417,92.1,45.5
2418,107.3,51.2
2419,92.4,44.1
2420,84.8,53.4
2421,94.2,51.5
2422,96.9,54.0
2423,73.1,40.9
2424,102.5,51.2
2425,107.2,54.8
2426,91.6,52.1
2427,95.9,50.4
2428,95.8,48.4
2429,111.7,46.3
2430,86.5,51.4
2431,94.0,52.1
2432,112.1,45.4
2433,103.4,52.3
2434,92.3,48.0
2435,106.6,48.7
2436,98.1,46.4
2437,105.3,54.7
2438,89.9,57.7
2439,87.9,41.1
2440,90.9,50.8
2441,103.9,53.3
2442,74.4,46.7
2443,81.2,58.3
2444,88.4,52.2
2445,121.7,49.8
2446,99.4,47.3
2447,95.8,49.9
2448,106.2,44.1
2449,93.2,38.2
2450,110.9,50.1
2451,104.2,46.6
2452,103.7,53.1
2453,90.9,54.9
2454,106.8,52.2
2455,91.8,51.6
2456,87.4,47.4
2457,117.7,45.3
2458,114.3,50.5
2459,100.5,53.9
2460,98.3,49.6
2461,105.9,47.8
2462,114.9,52.7
2463,109.0,51.9
2464,101.7,52.4
2465,96.9,50.8
2466,97.4,41.4
2467,97.5,50.2
2468,130.5,51.2
2469,96.7,54.5
2470,101.3,50.6
2471,78.3,51.1
2472,79.5,54.4
2473,91.8,54.0
2474,100.5,44.6
2475,100.8,58.5
2476,94.5,56.1
2477,102.1,54.7
2478,94.3,52.8
2479,88.2,56.5
2480,103.6,52.2
2481,92.6,49.2
2482,103.3,47.5
2483,115.2,53.9
2484,101.7,46.6
2485,111.8,43.3
2486,110.5,58.5
2487,106.7,47.7
2488,100.2,53.2
2489,96.7,53.0
2490,108.0,42.7
2491,86.8,49.6
2492,107.0,48.3
2493,115.6,54.8
2494,93.9,52.4
2495,103.1,60.0
2496,119.2,53.9
2497,101.1,44.6
2498,83.6,47.2
2499,78.0,47.5
2500,102.3,47.4
2501,99.3,45.2
2502,80.3,52.9
2503,107.7,53.5
2504,92.7,49.9
2505,103.5,52.9
2506,100.7,45.1
2507,118.2,50.7
2508,106.5,52.4
2509,100.3,42.7
2510,97.5,44.0
2511,85.2,45.3
2512,111.8,50.5
2513,96.4,52.0
2514,99.3,52.5
2515,99.1,50.3
2516,96.1,46.5
2517,97.9,47.6
2518,114.7,50.4
2519,84.4,58.5
2520,114.2,57.8
2521,100.0,52.5
2522,104.7,54.3
2523,81.4,46.6
2524,83.9,52.9
2525,112.6,46.4
2526,73.5,50.8
2527,92.5,44.3
2528,91.6,54.6
2529,114.2,43.3
2530,102.9,53.4
2531,95.1,50.1
2532,91.5,44.6
2533,101.8,47.8
2534,99.3,51.3
2535,101.9,50.3
2536,90.9,56.2
2537,83.7,44.6
2538,86.6,42.1
2539,83.3,47.1
2540,105.6,47.6
2541,131.0,55.5
2542,99.6,49.0
2543,110.3,54.0
2544,97.7,54.4
2545,100.8,45.9
2546,116.1,56.7
2547,93.3,52.9
2548,120.2,45.7
2549,98.9,46.0
2550,89.9,55.7
2551,100.7,46.8
2552,104.0,50.0
2553,110.8,45.7
2554,97.8,50.4
2555,114.9,41.3
2556,106.7,55.9
2557,82.3,44.4
2558,99.4,48.6
2559,99.9,41.1
2560,74.9,50.8
2561,97.2,45.5
2562,96.0,51.9
2563,105.3,51.7
2564,104.7,54.3
2565,102.7,56.1
2566,108.8,45.5
2567,95.8,54.9
2568,103.7,55.4
2569,108.8,51.6
2570,90.7,47.9
2571,111.9,51.2
2572,104.2,47.4
2573,101.7,48.7
2574,101.3,56.1
2575,79.5,46.7
2576,94.9,47.7
2577,114.6,51.5
2578,107.4,51.3
2579,97.7,52.2
2580,111.9,57.5
2581,105.5,48.4
2582,107.0,45.2
2583,87.5,49.5
2584,98.0,48.3
2585,104.3,51.0
2586,99.4,50.7
2587,108.2,57.6
2588,119.8,56.5
2589,96.8,57.6
2590,125.0,51.1
2591,96.2,46.4
2592,86.8,51.3
2593,85.8,45.5
2594,99.7,56.6
2595,90.3,48.7
2596,113.6,60.8
2597,102.3,58.0
2598,97.3,52.0
2599,103.4,48.5
2600,91.0,49.6
2601,96.1,49.9
2602,94.5,49.0
2603,107.7,49.3
2604,102.5,54.3
2605,102.3,55.9
2606,114.4,47.5
2607,111.6,60.2
2608,87.5,48.1
2609,90.8,52.5
2610,117.6,48.8
2611,107.0,37.9
2612,85.8,44.0
2613,94.4,55.6
2614,99.1,42.1
2615,100.3,53.1
2616,111.2,55.8
2617,85.3,53.5
2618,94.9,50.2
2619,97.8,58.0
2620,84.0,48.5
2621,90.9,54.1
2622,108.8,55.4
2623,101.3,39.8
2624,77.3,52.7
2625,93.6,47.3
2626,104.6,54.7
2627,91.0,43.7
2628,96.0,47.0
2629,99.5,47.1
2630,112.2,53.5
2631,70.9,52.6
