Index,DataA,DataB
8847,800.7,414.3
8848,805.7,405.9
8849,876.8,400.5
8850,806.9,422.8
8851,822.3,410.6
8852,771.8,405.8
8853,822.6,431.9
8854,844.0,402.1
8855,811.0,413.7
8856,780.0,418.2
8857,764.9,437.0
8858,825.9,417.6
8859,873.1,426.5
8860,791.6,371.6
8861,775.8,418.8
8862,763.6,421.1
8863,818.9,362.4
8864,785.2,428.8
8865,789.7,448.1
8866,736.7,426.2
8867,807.9,428.9
8868,811.3,406.4
8869,810.0,403.2
8870,779.7,408.5
8871,831.4,374.2
8872,786.4,404.7
8873,868.3,371.1
8874,827.3,417.6
8875,818.9,411.0
8876,770.1,408.7
8877,812.6,393.4
8878,807.1,365.7
8879,786.1,421.1
8880,828.8,376.9
8881,864.9,374.2
8882,824.0,396.7
8883,823.8,348.6
8884,749.7,373.0
8885,801.7,415.6
8886,794.1,418.7
8887,826.0,385.9
8888,792.1,448.8
8889,765.6,405.7
8890,779.3,443.1
8891,751.9,392.8
8892,833.5,369.0
8893,786.0,452.9
8894,762.3,392.9
8895,838.2,382.1
8896,789.4,411.6
8897,804.0,384.0
8898,737.8,378.0
8899,823.0,411.8
8900,848.1,410.3
8901,761.1,356.8
8902,785.0,383.7
8903,772.4,452.9
8904,841.8,422.4
8905,823.6,393.9
8906,749.5,439.8
8907,857.9,398.9
8908,849.1,432.4
8909,830.9,401.0
8910,806.5,391.9
8911,821.3,422.1
8912,830.2,400.6
8913,813.9,422.4
8914,845.9,400.9
8915,751.9,364.7
8916,802.7,390.6
8917,852.4,394.8
8918,740.2,316.1
8919,831.5,350.0
8920,746.5,417.7
8921,816.3,371.9
8922,827.8,374.6
8923,787.0,370.9
8924,764.3,345.5
8925,861.5,383.6
8926,828.5,430.1
8927,785.9,398.6
8928,820.9,420.0
8929,794.8,386.2
8930,807.6,382.7
8931,826.5,379.8
8932,813.0,366.6
8933,738.5,325.9
8934,817.8,404.7
8935,832.1,407.7
8936,777.7,422.9
8937,816.6,413.6
8938,802.5,414.6
8939,777.4,408.0
8940,804.0,383.1
8941,810.1,394.2
8942,771.9,440.7
8943,767.0,395.8
8944,774.1,419.4
8945,761.5,379.9
8946,778.2,372.3
8947,847.1,392.4
8948,798.2,382.5
8949,811.0,337.1
8950,776.7,401.9
8951,830.1,386.4
8952,792.0,397.7
8953,815.1,371.8
8954,790.1,393.1
8955,791.8,357.4
8956,838.8,336.2
8957,814.8,399.5
8958,809.9,410.0
8959,805.9,372.1
8960,858.1,390.7
8961,765.6,420.3
8962,827.5,366.8
8963,777.3,440.5
8964,836.1,394.1
8965,771.5,384.2
8966,797.1,361.5
8967,757.9,419.4
8968,835.0,386.8
8969,804.3,344.1
8970,771.1,379.1
8971,820.2,400.1
8972,762.5,424.9
8973,821.1,381.2
8974,798.5,378.2
8975,733.6,377.9
8976,802.3,402.0
8977,789.4,422.3
8978,790.8,386.8
8979,818.1,420.1
8980,810.9,394.7
8981,815.5,446.1
8982,806.7,422.4
8983,811.9,452.2
8984,754.8,349.5
8985,769.9,402.7
8986,800.3,401.3
8987,817.4,387.4
8988,827.5,424.8
8989,817.2,443.8
8990,844.7,394.9
8991,821.3,399.4
8992,829.1,393.9
8993,780.4,403.1
8994,819.9,384.4
8995,836.4,416.7
8996,764.1,396.9
8997,694.1,446.0
8998,766.3,394.0
8999,830.2,433.4
9000,823.8,385.3
9001,776.0,421.5
9002,762.1,392.7
9003,829.5,389.0
9004,799.8,437.8
9005,780.9,409.5
9006,768.4,402.5
9007,762.9,420.9
9008,799.9,431.4
9009,808.5,379.7
9010,810.9,459.6
9011,810.5,453.7
9012,786.7,419.0
9013,794.9,411.8
9014,789.0,405.0
9015,764.7,404.9
9016,858.6,388.3
9017,756.8,363.6
9018,766.5,389.1
9019,841.2,416.6
9020,763.3,430.6
9021,819.4,437.2
9022,813.6,387.7
9023,787.6,399.6
9024,823.7,377.4
9025,799.2,412.5
9026,774.3,421.2
9027,778.8,358.3
9028,819.5,333.0
9029,817.2,415.1
9030,747.5,381.7
9031,813.0,416.6
9032,782.5,419.3
9033,796.4,379.3
9034,753.5,362.1
9035,812.4,386.4
9036,842.7,444.8
9037,785.1,445.2
9038,807.1,372.4
9039,783.5,397.7
9040,801.5,383.2
9041,816.9,390.0
9042,792.9,402.0
9043,818.9,405.1
9044,827.1,374.0
9045,848.3,380.7
9046,817.0,428.0
9047,794.1,415.0
9048,852.7,397.1
9049,774.5,433.8
9050,804.6,363.5
9051,741.9,398.8
9052,789.7,401.5
9053,862.8,425.7
9054,780.3,419.9
9055,751.1,408.6
9056,804.2,388.1
9057,784.9,352.1
9058,765.0,399.6
9059,779.1,412.1
9060,808.3,431.4
9061,820.5,417.3
9062,775.9,400.6
9063,792.2,425.9
9064,801.2,380.1
9065,811.3,384.3
9066,831.6,412.1
9067,782.9,410.6
9068,755.6,411.4
9069,767.5,383.1
9070,830.6,358.1
9071,767.3,422.4
9072,822.1,391.9
9073,792.2,399.7
9074,815.7,417.6
9075,790.5,437.3
9076,846.4,335.8
9077,866.2,398.8
9078,784.9,412.7
9079,806.3,405.1
9080,790.0,375.8
9081,810.4,398.7
9082,823.7,403.3
9083,789.5,411.7
9084,765.3,339.4
9085,843.6,376.0
9086,721.0,395.2
9087,814.6,384.1
9088,836.5,439.3
9089,787.0,412.4
9090,769.2,351.0
9091,745.8,412.9
9092,784.2,358.1
9093,814.9,415.4
9094,825.1,403.7
9095,816.5,435.6
9096,826.7,461.1
9097,796.3,413.3
9098,846.6,385.0
9099,843.7,429.1
9100,817.3,408.5
9101,828.3,389.1
9102,802.2,396.8
9103,834.7,372.1
9104,790.1,401.2
9105,750.6,363.5
9106,812.9,389.3
9107,771.7,382.9
9108,822.7,393.4
9109,787.8,377.0
9110,846.7,410.8
9111,819.7,364.6
9112,828.9,387.9
9113,779.6,376.2
9114,863.5,393.4
9115,802.2,393.1
9116,820.4,395.4
9117,745.3,364.8
9118,767.4,433.7
9119,847.4,449.6
9120,796.1,435.4
9121,765.7,446.2
9122,836.0,377.3
9123,808.4,420.6
9124,785.6,420.4
9125,815.3,428.3
9126,854.9,417.0
9127,759.8,403.1
9128,819.0,394.2
9129,810.6,429.3
9130,816.2,384.0
9131,777.1,395.2
9132,829.7,391.3
9133,781.1,412.9
9134,786.0,409.0
9135,777.5,431.6
9136,773.3,417.5
9137,773.4,467.7
9138,791.7,390.6
9139,773.3,397.1
9140,800.4,367.9
9141,785.2,392.9
9142,817.6,441.0
9143,842.9,431.3
9144,800.1,365.2
9145,748.8,338.7
9146,857.5,359.8
9147,779.3,379.6
9148,828.9,393.0
9149,827.7,415.1
9150,787.9,400.3
9151,856.6,382.6
9152,819.9,387.1
9153,756.7,395.0
9154,750.4,394.5
9155,817.3,363.1
9156,778.2,382.9
9157,781.5,338.1
9158,780.2,443.6
9159,835.2,398.3
9160,731.9,364.2
9161,810.6,369.4
9162,841.5,411.5
9163,773.6,410.6
9164,795.5,415.7
9165,790.9,409.2
9166,827.9,404.0
9167,835.2,359.8
9168,791.7,405.9
9169,792.9,433.6
9170,790.0,424.8
9171,761.1,442.0
9172,777.4,442.1
9173,797.3,418.8
9174,807.1,386.5
9175,887.1,406.5
9176,852.8,391.7
9177,823.4,385.3
9178,831.2,423.4
9179,862.0,347.2
9180,771.7,430.0
9181,791.7,424.2
9182,831.8,379.7
9183,813.8,408.9
9184,759.8,400.6
9185,828.9,377.3
9186,817.8,399.4
9187,775.8,402.4
9188,809.7,371.3
9189,751.6,421.8
9190,766.1,420.3
9191,745.5,442.2
9192,813.6,410.2
9193,821.9,401.6
9194,799.8,414.3
9195,769.1,391.7
9196,748.9,419.1
9197,785.3,453.6
9198,756.9,386.8
9199,815.1,409.6
9200,762.8,399.1
9201,784.8,390.9
9202,779.6,482.7
9203,797.8,410.6
9204,824.3,393.5
9205,834.0,438.8
9206,792.7,370.3
9207,784.1,414.0
9208,830.3,382.9
9209,770.1,360.6
9210,742.5,384.3
9211,815.6,441.3
9212,816.5,417.4
9213,801.8,445.1
9214,817.5,391.4
9215,743.6,360.3
9216,785.3,404.0
9217,774.4,398.7
9218,743.0,390.7
9219,824.5,425.9
9220,872.5,456.9
9221,806.1,417.8
9222,819.3,455.3
9223,789.8,395.4
9224,785.5,425.8
9225,833.4,416.3
9226,766.9,399.1
9227,769.8,408.0
9228,810.2,452.4
9229,807.5,384.3
9230,803.3,430.1
9231,831.8,431.6
9232,808.6,366.0
9233,786.9,433.4
9234,808.9,414.6
9235,814.1,365.5
9236,804.5,391.8
9237,737.8,418.1
9238,869.2,406.8
9239,782.8,450.4
9240,827.2,413.7
9241,746.1,391.8
9242,794.1,380.0
9243,775.0,416.9
9244,799.4,407.7
9245,756.1,406.9
9246,840.4,407.8
9247,823.8,418.1
9248,776.5,406.3
9249,761.5,411.0
9250,766.1,395.1
9251,828.4,411.4
9252,752.5,402.9
9253,774.3,367.8
9254,777.7,367.3
9255,827.6,420.9
9256,809.8,433.3
9257,782.1,412.3
9258,762.2,366.9
9259,771.0,402.5
9260,746.3,374.9
9261,845.6,424.9
9262,813.8,401.6
9263,752.3,383.6
9264,816.1,370.4
9265,764.1,370.4
9266,785.1,422.6
9267,805.0,386.0
9268,741.9,421.7
9269,840.2,397.9
9270,768.5,369.9
9271,834.1,396.7
9272,761.5,420.0
9273,774.1,409.0
9274,801.6,441.6
9275,785.9,415.0
9276,796.5,375.6
9277,801.9,386.7
9278,749.7,428.1
9279,804.2,370.1
9280,810.5,377.8
9281,768.1,366.9
9282,859.5,447.2
9283,766.2,382.2
9284,782.8,393.3
9285,814.7,417.1
9286,849.8,395.4
9287,784.2,412.0
9288,812.9,414.7
9289,834.7,422.2
9290,818.8,430.8
9291,793.7,396.7
9292,835.4,380.7
9293,828.3,426.8
9294,807.9,435.9
9295,826.7,414.8
9296,781.6,406.3
9297,835.9,363.8
9298,813.1,408.6
9299,830.5,442.0
9300,779.6,405.3
9301,846.1,372.3
9302,768.8,383.8
9303,762.5,386.8
9304,797.6,353.8
9305,797.5,413.5
9306,792.9,384.7
9307,787.8,372.6
9308,767.4,432.2
9309,825.7,376.3
9310,849.0,353.4
9311,736.4,404.1
9312,801.3,377.5
9313,805.2,404.0
9314,777.4,378.0
9315,826.0,420.8
9316,877.3,413.8
9317,786.4,401.6
9318,810.5,446.2
9319,805.1,434.7
9320,823.6,365.5
9321,811.0,389.7
9322,814.6,357.2
9323,832.5,398.3
9324,778.6,415.3
9325,807.3,401.1
9326,703.6,349.3
9327,804.8,391.4
9328,779.7,380.2
9329,801.5,386.1
9330,798.3,378.9
9331,795.8,412.4
9332,793.2,389.3
9333,798.6,361.9
9334,792.4,429.3
9335,773.3,418.5
9336,811.8,411.5
9337,783.5,411.9
9338,818.1,421.3
9339,806.1,440.9
9340,749.9,417.4
9341,775.6,421.2
9342,789.2,446.5
9343,813.3,393.2
9344,811.0,435.5
9345,780.5,393.8
9346,803.4,400.4
9347,791.0,376.6
9348,814.2,379.1
9349,719.7,387.7
9350,853.6,371.4
9351,779.5,423.3
9352,754.9,423.5
9353,805.2,407.4
9354,774.7,415.1
9355,821.7,418.7
9356,765.2,435.6
9357,845.8,417.9
9358,840.7,385.2
9359,792.8,393.2
9360,792.1,442.3
9361,826.3,443.5
9362,810.8,417.5
9363,798.6,343.7
9364,766.5,417.9
9365,822.9,444.2
9366,790.6,365.6
9367,758.9,369.2
9368,817.4,359.7
9369,737.7,377.0
9370,821.0,434.1
9371,820.2,376.2
9372,799.1,447.5
9373,819.9,391.9
9374,818.9,420.8
9375,814.2,404.2
9376,792.0,407.4
9377,705.8,404.1
9378,738.9,363.5
9379,782.7,411.8
9380,873.3,400.9
9381,787.1,451.5
9382,804.3,416.1
9383,783.5,407.2
9384,910.1,388.7
9385,754.1,376.5
9386,837.3,413.3
9387,807.4,406.9
9388,770.4,415.1
9389,756.3,421.3
9390,821.8,443.3
9391,849.5,377.2
9392,812.3,389.6
9393,779.9,403.9
9394,824.1,379.8
9395,770.2,386.1
9396,805.4,386.5
9397,802.1,389.7
9398,754.3,417.6
9399,757.4,384.9
9400,762.4,390.6
9401,831.9,403.8
9402,777.4,348.6
9403,796.9,444.9
9404,795.6,369.7
9405,718.0,405.3
9406,821.6,352.5
9407,784.2,420.1
9408,803.0,417.4
9409,817.1,388.0
9410,803.6,404.7
9411,798.6,382.3
9412,802.3,364.2
9413,822.1,436.4
9414,804.9,434.2
9415,816.8,360.5
9416,829.9,424.3
9417,764.3,458.5
9418,826.3,419.2
9419,831.0,363.2
9420,807.3,403.0
9421,786.1,406.1
9422,828.1,398.4
9423,792.4,390.4
9424,769.8,393.1
9425,761.9,384.0
9426,823.5,414.6
9427,847.0,407.1
9428,794.6,396.0
9429,795.6,376.3
9430,826.6,436.4
9431,776.4,397.9
9432,794.9,387.5
9433,794.4,382.5
9434,829.2,426.3
9435,797.5,364.7
9436,788.8,433.4
9437,846.3,397.7
9438,792.7,368.8
9439,824.3,407.2
9440,825.4,367.9
9441,820.0,419.6
9442,793.3,403.6
9443,805.8,430.1
9444,793.5,414.7
9445,783.9,420.6
9446,739.0,370.2
9447,789.5,431.8
9448,773.1,323.9
9449,796.1,353.0
9450,823.5,350.3
9451,781.1,422.1
9452,796.2,369.5
9453,775.0,396.2
9454,727.6,396.4
9455,777.9,398.8
9456,820.5,413.1
9457,760.5,385.5
9458,790.5,380.0
9459,769.5,360.8
9460,779.7,438.1
9461,828.4,330.4
9462,771.3,406.5
9463,773.2,422.0
9464,797.4,377.8
9465,776.6,374.0
9466,835.1,406.9
9467,776.8,384.5
9468,826.5,381.0
9469,793.4,418.4
9470,785.1,406.4
9471,747.9,377.9
9472,789.7,357.7
9473,785.4,390.2
9474,817.7,397.9
9475,823.0,417.9
9476,767.5,366.4
9477,827.8,411.3
9478,852.5,402.9
9479,826.8,427.7
9480,785.3,413.1
9481,791.8,350.0
9482,836.1,412.5
9483,789.5,402.7
9484,831.0,370.6
9485,803.6,461.1
9486,789.2,402.4
9487,816.6,460.0
9488,764.1,399.8
9489,867.2,336.5
9490,816.0,434.4
9491,833.1,415.2
9492,823.5,411.8
9493,830.5,385.0
9494,877.0,418.1
9495,806.5,363.1
9496,768.5,433.9
9497,827.6,353.6
9498,792.5,403.3
9499,795.4,394.7
9500,789.2,424.0
9501,817.4,422.4
9502,835.9,414.9
9503,782.0,407.8
9504,805.0,427.0
9505,843.2,391.6
9506,838.9,362.1
9507,738.7,391.4
9508,791.7,421.5
9509,772.8,372.1
9510,796.6,330.4
9511,761.5,456.5
9512,775.4,406.1
9513,760.7,404.4
9514,793.1,395.9
9515,769.3,404.4
9516,802.8,374.7
9517,823.2,426.8
9518,827.4,405.4
9519,810.9,388.9
9520,843.1,432.4
9521,761.7,369.9
9522,821.1,410.8
9523,829.8,419.6
9524,839.8,348.9
9525,830.4,412.5
9526,766.4,424.9
9527,784.5,414.6
9528,772.6,437.5
9529,752.6,399.2
9530,798.0,451.2
9531,790.8,394.6
9532,869.4,404.6
9533,799.2,361.5
9534,814.1,400.8
9535,855.5,399.4
9536,833.6,390.2
9537,788.0,395.3
9538,838.4,398.3
9539,771.9,405.3
9540,780.3,441.7
9541,802.0,446.0
9542,847.7,350.4
9543,765.9,384.1
9544,782.4,423.2
9545,734.2,378.8
9546,734.2,402.1
9547,749.7,386.3
9548,806.9,377.0
9549,823.4,381.2
9550,811.8,393.0
9551,822.8,343.7
9552,781.2,415.7
9553,770.1,458.9
9554,817.1,427.1
9555,791.5,397.8
9556,782.8,370.3
9557,780.0,431.9
9558,854.0,405.6
9559,754.7,412.5
9560,764.7,394.4
9561,751.1,403.8
9562,830.7,400.8
9563,831.4,398.7
9564,833.3,416.9
9565,733.5,417.9
9566,798.4,374.5
9567,814.3,396.3
9568,772.9,420.0
9569,793.2,383.5
9570,790.3,365.8
9571,855.8,430.6
9572,744.6,417.9
9573,822.6,432.1
9574,765.2,464.2
9575,755.8,440.8
9576,793.9,406.9
9577,830.9,355.0
9578,793.8,340.8
9579,754.3,412.0
9580,858.8,428.9
9581,793.2,418.0
9582,815.0,363.8
9583,752.9,421.1
9584,748.0,396.6
9585,851.7,398.6
9586,790.3,402.5
9587,739.9,389.4
9588,841.0,373.4
9589,792.4,376.2
9590,804.2,368.6
9591,864.6,415.7
9592,782.2,384.5
9593,742.3,394.8
9594,789.0,385.5
9595,747.3,401.0
9596,800.5,425.0
9597,773.9,416.7
9598,787.9,372.9
9599,770.2,385.0
9600,804.4,447.2
9601,820.7,441.3
9602,743.2,387.9
9603,870.8,450.6
9604,788.0,419.5
9605,797.5,439.1
9606,808.4,407.9
9607,777.4,443.5
9608,788.8,421.9
9609,849.4,401.8
9610,828.1,418.5
9611,807.1,419.6
9612,802.9,383.0
9613,807.0,397.5
9614,779.2,432.9
9615,795.6,350.9
9616,769.9,400.0
9617,790.1,392.0
9618,785.4,361.8
9619,842.2,440.3
9620,813.8,398.3
9621,767.8,385.6
9622,864.0,378.9
9623,770.2,421.9
9624,843.1,382.2
9625,803.1,417.9
9626,810.8,422.4
9627,831.5,354.8
9628,801.6,398.6
9629,803.5,424.8
9630,743.5,387.1
9631,805.5,443.8
9632,814.3,467.1
9633,826.5,381.9
9634,783.8,413.2
9635,798.3,380.9
9636,797.7,419.5
9637,859.7,384.7
9638,836.2,394.5
9639,842.8,375.7
9640,799.5,393.8
9641,787.8,404.8
9642,801.7,412.8
9643,803.9,428.9
9644,832.8,397.9
9645,788.3,420.0
9646,832.1,410.8
9647,775.0,401.3
9648,851.0,388.1
9649,830.6,409.1
9650,760.9,399.4
9651,757.6,404.7
9652,823.7,430.3
9653,782.3,362.4
9654,761.9,401.3
9655,820.4,373.1
9656,800.5,384.5
9657,754.9,358.3
9658,830.1,415.4
9659,843.0,407.5
9660,782.5,389.5
9661,826.8,384.8
9662,798.2,360.3
9663,768.5,392.2
9664,792.6,416.4
9665,780.9,393.0
9666,812.6,375.0
9667,792.6,427.3
9668,832.1,448.5
9669,778.0,350.1
9670,845.8,367.9
9671,772.4,409.8
9672,781.5,412.0
9673,801.3,397.6
9674,795.5,345.3
9675,833.8,361.7
9676,760.7,428.3
9677,799.3,418.5
9678,767.3,446.1
9679,758.1,419.7
9680,832.8,361.6
9681,831.5,446.7
9682,807.4,402.8
9683,772.0,431.7
9684,834.6,417.2
9685,826.0,365.3
9686,765.9,376.0
9687,806.2,413.7
9688,741.8,395.3
9689,794.9,411.4
9690,808.8,405.2
9691,796.1,384.9
9692,779.1,417.2
9693,794.3,367.4
9694,754.1,409.4
9695,789.7,372.1
9696,835.8,428.1
9697,748.8,431.4
9698,793.4,438.9
9699,805.1,367.9
9700,793.2,389.9
9701,746.0,381.1
9702,851.5,410.7
9703,782.7,345.4
9704,829.4,422.1
9705,853.6,385.4
9706,809.0,404.7
9707,824.8,452.1
9708,788.0,398.2
9709,818.3,375.9
9710,787.6,409.7
9711,830.0,458.6
9712,837.7,357.6
9713,794.8,421.4
9714,793.3,390.5
9715,748.9,388.7
9716,781.5,343.4
9717,822.2,348.8
9718,877.7,407.7
9719,831.6,441.5
9720,799.7,387.1
9721,786.8,398.0
9722,830.0,412.7
9723,831.3,403.4
9724,754.4,411.9
9725,795.6,381.9
9726,844.7,443.3
9727,791.2,415.5
9728,822.1,421.8
9729,787.4,385.3
9730,775.8,386.1
9731,784.2,379.9
9732,823.3,423.5
9733,825.5,397.9
9734,793.4,387.3
9735,806.5,449.3
9736,805.1,415.4
9737,752.4,432.9
9738,732.8,350.8
9739,790.1,365.0
9740,773.1,410.3
9741,838.7,429.4
9742,755.5,373.0
9743,822.2,382.3
9744,819.8,406.0
9745,779.3,415.2
9746,740.7,410.2
9747,796.8,439.0
9748,793.4,387.9
9749,772.0,399.8
9750,793.8,419.5
9751,823.9,365.2
9752,765.9,410.4
9753,792.6,391.5
9754,848.9,447.0
9755,798.8,380.1
9756,812.3,393.6
9757,750.6,404.0
9758,853.2,386.3
9759,790.3,437.6
9760,845.7,371.6
9761,798.7,390.7
9762,769.5,389.5
9763,769.1,409.2
9764,823.2,472.5
9765,805.5,370.6
9766,784.4,403.6
9767,838.8,348.7
9768,746.4,418.3
9769,823.6,424.2
9770,831.5,410.3
9771,788.9,411.9
9772,831.4,407.0
9773,800.5,409.6
9774,841.2,413.9
9775,815.0,412.1
9776,778.4,393.9
9777,788.0,448.8
9778,807.3,401.7
9779,810.5,417.9
9780,823.0,408.6
9781,799.6,351.7
9782,796.4,438.2
9783,779.9,391.6
9784,817.7,398.1
9785,811.1,399.8
9786,782.5,381.3
9787,786.0,385.9
9788,737.1,422.9
9789,779.6,414.1
9790,802.0,357.8
9791,827.3,365.4
9792,763.8,414.8
9793,808.6,412.9
9794,759.7,413.0
9795,796.5,393.6
9796,770.6,428.6
9797,781.1,396.3
9798,798.3,361.9
9799,745.6,403.6
9800,792.1,391.9
9801,833.7,425.8
9802,772.6,422.8
9803,823.6,398.7
9804,795.1,396.4
9805,775.5,447.2
9806,780.0,411.0
9807,789.1,383.0
9808,775.3,396.7
9809,748.8,418.1
9810,814.0,428.3
9811,799.6,369.9
9812,789.5,440.5
9813,806.6,358.6
9814,774.2,399.9
9815,821.3,418.0
9816,789.9,428.4
9817,798.0,374.1
9818,818.9,342.8
9819,845.0,369.2
9820,777.7,383.4
9821,727.3,409.7
9822,753.1,412.8
9823,756.5,367.6
9824,782.3,420.8
9825,802.8,354.8
9826,780.5,379.5
9827,832.6,366.9
9828,745.0,419.9
9829,778.2,468.3
9830,803.4,396.2
9831,827.0,424.5
9832,787.3,425.1
9833,791.0,365.9
9834,842.2,411.5
9835,762.1,372.5
9836,786.3,414.6
9837,828.3,411.9
9838,846.4,402.0
9839,804.3,415.5
9840,842.4,389.1
9841,784.5,426.7
9842,828.1,379.7
9843,789.8,396.6
9844,804.9,397.9
9845,816.5,360.1
9846,829.1,423.7
9847,823.9,390.0
9848,803.0,416.1
9849,813.6,403.6
9850,752.1,434.5
9851,820.1,391.3
9852,807.1,409.1
9853,786.4,430.0
9854,849.9,371.7
9855,814.3,427.3
9856,829.5,390.1
9857,831.6,372.8
9858,782.6,394.8
9859,809.2,392.9
9860,841.8,420.1
9861,826.9,425.3
9862,848.2,405.3
9863,821.0,420.3
9864,775.6,400.0
9865,756.9,388.2
9866,806.1,411.8
9867,783.7,362.5
9868,755.1,403.1
9869,772.5,440.0
9870,757.4,437.2
9871,776.3,422.9
9872,836.8,370.3
9873,783.0,408.1
9874,800.0,431.2
9875,807.8,389.4
9876,873.5,425.3
9877,736.9,373.6
9878,735.9,397.7
9879,812.1,394.2
9880,829.6,398.1
9881,783.2,420.3
9882,794.1,399.7
9883,811.6,425.8
9884,801.8,371.3
9885,771.2,393.8
9886,775.5,387.7
9887,776.9,398.0
9888,800.3,376.7
9889,798.9,460.8
9890,819.4,450.4
9891,826.8,390.0
9892,817.1,426.0
9893,827.6,417.6
9894,789.1,408.5
9895,838.6,377.4
9896,768.6,396.6
9897,847.5,368.5
9898,787.6,437.6
9899,849.6,429.1
9900,778.8,387.8
9901,852.2,452.4
9902,788.0,405.3
9903,796.6,371.1
9904,825.9,413.6
9905,790.3,404.6
9906,798.9,393.8
9907,802.3,403.0
9908,795.5,376.3
9909,808.3,376.8
9910,741.9,381.4
9911,842.3,450.4
9912,786.3,419.6
9913,799.2,404.8
9914,738.4,381.1
9915,873.1,401.4
9916,754.3,359.8
9917,842.0,428.3
9918,803.8,381.9
9919,781.1,427.1
9920,817.8,384.8
9921,792.4,401.4
9922,810.3,429.8
9923,837.7,422.7
9924,818.5,409.6
9925,832.9,421.6
9926,784.3,406.6
9927,839.7,389.2
9928,794.5,399.2
9929,788.8,392.0
9930,834.7,413.8
9931,766.4,408.4
9932,820.8,421.7
9933,840.0,422.2
9934,804.9,395.2
9935,804.9,387.0
9936,839.7,376.9
9937,775.8,391.5
9938,856.6,374.0
9939,790.3,405.7
9940,762.2,413.6
9941,854.5,452.2
9942,811.3,406.0
9943,729.9,432.0
9944,809.9,409.8
9945,800.5,398.2
9946,823.2,401.6
9947,806.6,392.3
9948,845.9,452.1
9949,807.2,407.6
9950,823.7,401.8
9951,773.8,375.4
9952,799.0,402.3
9953,796.4,407.3
9954,798.3,379.5
9955,784.8,409.6
9956,842.4,403.6
9957,801.5,443.2
9958,748.3,400.4
9959,834.5,432.6
9960,782.7,437.1
9961,846.1,455.4
9962,819.1,421.7
9963,789.2,393.6
9964,800.3,419.7
9965,782.1,358.7
9966,740.9,446.4
9967,718.3,378.6
9968,798.4,400.4
9969,809.9,361.9
9970,804.0,437.3
9971,804.9,387.8
9972,784.5,421.0
9973,831.6,396.7
9974,860.5,381.2
9975,821.0,412.0
9976,774.9,400.5
9977,815.5,389.2
9978,819.8,396.1
9979,768.1,374.2
9980,807.9,452.4
9981,849.1,385.1
9982,810.5,474.1
9983,763.3,381.3
9984,806.0,375.7
9985,809.0,360.6
9986,790.4,362.3
9987,798.2,373.2
9988,771.5,379.4
9989,797.8,422.8
9990,825.7,384.2
9991,815.9,413.1
9992,794.2,451.7
9993,746.1,397.3
9994,806.5,428.7
9995,781.7,415.6
9996,826.0,397.7
9997,831.1,404.1
9998,820.7,416.1
9999,817.2,411.0
10000,795.7,366.4
10001,781.6,362.9
10002,829.6,389.5
10003,772.5,343.1
10004,857.7,400.0
10005,782.5,386.6
10006,797.1,394.5
10007,819.2,381.1
10008,840.8,368.6
10009,823.1,443.7
10010,850.9,339.9
10011,775.6,457.0
10012,776.0,375.2
10013,859.3,360.7
10014,813.3,363.6
10015,782.9,379.3
10016,861.3,381.7
10017,788.5,376.1
10018,752.6,355.3
10019,794.8,395.5
10020,798.6,401.4
10021,798.4,368.8
10022,831.4,390.9
10023,845.3,389.0
10024,790.6,434.7
10025,780.5,411.2
10026,775.5,403.4
10027,781.7,405.4
10028,829.7,369.1
10029,746.0,424.2
10030,793.2,424.3
10031,772.5,359.5
10032,819.6,337.3
10033,864.3,429.7
10034,796.1,392.0
10035,788.0,348.9
10036,804.0,413.0
10037,770.4,433.3
10038,793.7,409.6
10039,770.3,378.1
10040,794.3,408.7
10041,818.3,414.6
10042,799.6,416.6
10043,846.8,368.8
10044,851.5,397.9
10045,800.0,384.9
10046,771.5,399.9
10047,849.3,379.5
10048,779.3,351.8
10049,797.8,418.6
10050,767.6,425.6
10051,787.0,347.4
10052,788.8,407.5
10053,840.2,407.4
10054,747.9,408.9
10055,865.9,377.0
10056,764.4,408.6
10057,801.5,375.9
10058,810.1,410.7
10059,790.2,403.3
10060,780.3,415.7
10061,850.6,375.6
10062,799.5,378.1
10063,785.7,358.8
10064,792.7,422.9
10065,817.8,433.3
10066,776.6,393.2
10067,807.6,391.6
10068,782.8,381.6
10069,838.5,376.7
10070,715.7,385.7
10071,823.5,398.1
10072,760.6,410.4
10073,780.5,411.7
10074,767.7,395.6
10075,762.3,414.4
10076,813.7,389.4
10077,804.6,446.6
10078,745.1,465.9
10079,842.4,416.3
10080,825.2,412.1
10081,847.8,372.5
10082,843.3,415.3
10083,768.1,414.4
10084,855.3,391.7
10085,851.2,395.3
10086,785.3,378.6
10087,825.1,387.1
10088,833.4,454.0
10089,779.9,407.0
10090,863.0,363.0
10091,797.8,393.5
10092,764.0,412.7
10093,830.8,427.3
10094,783.5,390.8
10095,748.9,374.7
10096,828.5,396.1
10097,790.5,393.5
10098,793.7,443.2
10099,764.4,432.3
10100,807.1,391.8
10101,747.9,416.4
10102,774.8,399.5
10103,816.5,409.4
10104,770.0,336.5
10105,848.2,433.7
10106,818.0,389.4
10107,812.0,402.2
10108,812.6,379.3
10109,819.2,384.7
10110,730.5,396.4
10111,803.8,418.5
10112,796.7,408.5
10113,772.3,369.9
10114,816.1,385.1
10115,825.3,418.9
10116,814.9,441.4
10117,784.5,380.8
